tt_id,movie_title,release_date,trailer_id,trailer_publishTime,trailer_title,viewCount,commentCount,likeCount,dislikeCount,favoriteCount
tt1340138,Terminator Genisys,2015-07-01,PJJBZHkcALE,2014-12-04T18:52:52Z,Terminator: Genisys TRAILER 1 (2015) - Arnold Schwarzenegger Action Movie HD,4800028,3321,12908,1313,0
tt2446042,Taken 3,2015-01-09,JuU0M2xBasc,2014-09-30T16:00:18Z,TAKEN 3 | Official Trailer [HD] | 20th Century FOX,16677272,6151,57762,1870,0
tt2446042,Taken 3,2015-01-09,HZaDbUofNgE,2014-10-01T16:00:02Z,"Taken 3 Official Trailer #1 (2015) - Liam Neeson, Maggie Grace Movie HD",7019668,2225,20074,604,0
tt2446042,Taken 3,2015-01-09,r0EPt7-J1eY,2014-10-01T09:02:47Z,TAKEN 3 Official Trailer (2015) - Liam Neeson Movie HD,1940160,315,3259,182,0
tt2446042,Taken 3,2015-01-09,HCotmiGzwBw,2014-11-21T18:55:06Z,Taken 3 | Exclusive Trailer [HD],1306994,761,12620,208,0
tt2446042,Taken 3,2015-01-09,9XAU_nbL21g,2014-12-19T10:53:51Z,"Taken 3, (2014) - trailer HD",571,0,1,0,0
tt2446042,Taken 3,2015-01-09,7o9qkHpPG9Q,2014-10-02T03:50:19Z,TAKEN 3 - NOVEMBER MAN Cross Over Fan Trailer HD,1384,6,5,2,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,SDofO3P2HpE,2015-07-24T00:29:58Z,Maze Runner: The Scorch Trials | Official Trailer 2 [HD] | 20th Century FOX,14894729,5610,61572,1433,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,-44_igsZtgU,2015-05-19T13:00:20Z,Maze Runner: The Scorch Trials | Official Trailer [HD] | 20th Century FOX,12145686,6982,76331,1433,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,_tQx__YCwZc,2015-07-24T00:30:04Z,Maze Runner: The Scorch Trials | Official HD Trailer #2 | 2015,2354290,426,4613,98,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,_XinTUQQUBI,2015-05-21T02:55:34Z,Maze Runner: The Scorch Trials - Cast Reaction Trailer,618840,380,21549,90,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,EKawDPkcYdY,2015-05-20T13:00:00Z,Maze Runner: The Scorch Trials Official Trailer #1 (2015) - Dylan O&#39;Brien Movie HD,3931025,1988,26894,468,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,sVOxf3HdK4o,2015-06-30T16:00:08Z,Maze Runner: The Scorch Trials | Minecraft Trailer [HD] | 20th Century FOX,279538,259,3766,257,0
tt4046784,Maze Runner: The Scorch Trials,2015-09-18,V72UHkEGt5I,2015-07-24T14:04:54Z,Maze Runner: The Scorch Trials Trailer #2 [HD] Dylan O&#39;Brien,229,0,8,0,0
tt2637276,Ted 2,2015-06-26,S3AVcCggRnU,2015-01-29T16:47:27Z,Ted 2 - Official Trailer (HD),31684360,6960,142657,7673,0
tt2637276,Ted 2,2015-06-26,8eHufVyP2gE,2015-04-27T16:00:00Z,Ted 2 - Official Restricted Trailer (HD),2443883,1227,17313,877,0
tt2637276,Ted 2,2015-06-26,YsEiwk7s3G0,2015-04-27T16:17:19Z,TED 2 Trailer # 2,3417713,251,7880,655,0
tt2637276,Ted 2,2015-06-26,49rhnh2e8GU,2015-06-02T13:28:49Z,TED 2 Trailer # 4 (Red Band Trailer),1757004,78,3563,288,0
tt2637276,Ted 2,2015-06-26,DFFcDCaeboE,2015-01-29T16:56:28Z,Ted 2 - Official Trailer (Universal Pictures) HD,2681306,309,7939,255,0
tt2637276,Ted 2,2015-06-26,dzoeZzTaNAY,2015-02-21T07:11:00Z,Ted 2 Extended Trailer,4970318,265,23207,1225,0
tt2637276,Ted 2,2015-06-26,l-9E2Tv9f1U,2015-01-29T17:07:01Z,TED 2 Official Trailer (Movie HD),306142,96,1537,65,0
tt1051904,Goosebumps,2015-10-16,7Cn716jv61s,2015-07-08T15:59:58Z,GOOSEBUMPS - Official Trailer (HD),17427089,6781,50726,4149,0
tt1051904,Goosebumps,2015-10-16,K4Nm1irH0q8,2015-07-08T16:19:10Z,"Goosebumps Official Trailer #1 (2015) - Jack Black, Amy Ryan Movie HD",2937615,1574,13203,560,0
tt1051904,Goosebumps,2015-10-16,OMJ-zaoq8y8,2015-07-08T18:15:28Z,"Goosebumps Official International Trailer #1 (2015) - Jack Black, Amy Ryan Movie HD",6740410,2053,21374,1286,0
tt1051904,Goosebumps,2015-10-16,IIEmUFGJPSw,2015-09-03T16:00:26Z,Goosebumps - Official Trailer 2 (ft. Jack Black),1037712,1793,19919,396,0
tt1051904,Goosebumps,2015-10-16,ou9TvFYQRV8,2015-08-28T20:57:18Z,"Goosebumps Official Trailer #2 (2015) - Jack Black, Amy Ryan Movie HD",3060821,918,11861,688,0
tt1051904,Goosebumps,2015-10-16,rhu5f4G3I4I,2014-08-18T14:09:54Z,Goosebumps (1995) Trailer (VHS Capture),63822,32,315,10,0
tt1051904,Goosebumps,2015-10-16,V9q4_5Qh24Q,2015-08-28T18:15:05Z,"Goosebumps International TRAILER (HD) R.L. Stine, Jack Black Horror Movie",157861,31,559,34,0
tt2120120,Pixels,2015-07-24,XAHprLW48no,2015-03-17T23:28:01Z,PIXELS - Official Trailer (HD),22255113,14626,96012,13986,0
tt2120120,Pixels,2015-07-24,eIOcWZOQL5M,2015-05-19T15:00:13Z,PIXELS - Official Trailer #2 (HD),9179724,1966,15876,1287,0
tt2120120,Pixels,2015-07-24,05t2VQ_wxpY,2015-05-19T15:27:54Z,"Pixels Official International Trailer #2 (2015) - Adam Sandler, Peter Dinklage Movie HD",5200746,1449,21803,1447,0
tt2120120,Pixels,2015-07-24,0CYMC5b8KLE,2015-03-17T23:32:20Z,"Pixels Official Trailer #1 (2015) - Adam Sandler, Peter Dinklage Movie HD",6350459,2723,27586,2285,0
tt2120120,Pixels,2015-07-24,g4fGuzpqjWc,2015-03-25T18:00:00Z,Annoying Orange - PIXELS TRAILER Trashed!!,12370581,2182,32097,3046,0
tt2120120,Pixels,2015-07-24,k4a8JAP9AJM,2015-04-03T16:08:47Z,Pixels Trailer (Disney X DreamWorks),91202,23,271,89,0
tt1109624,Paddington,2015-01-16,X-d-V9jXYDE,2014-06-12T14:54:29Z,"Paddington Teaser TRAILER 1 (2014) - Sally Hawkins, Hugh Bonneville Movie HD",4886507,1050,9605,1057,0
tt1109624,Paddington,2015-01-16,CxeBdrGGU8U,2014-11-07T13:50:17Z,"Paddington Official Trailer #1 (2014) - Nicole Kidman, Colin Firth Movie HD",2733619,668,5584,650,0
tt1109624,Paddington,2015-01-16,7bZFr2IA0Bo,2014-10-28T09:01:53Z,PADDINGTON - Official International Trailer - Adapted From The Beloved Books,2205502,339,3934,270,0
tt1109624,Paddington,2015-01-16,VHOSJHSqjEU,2014-11-21T21:46:45Z,Paddington Bear Official Trailer [EDITED],6340,45,95,3,0
tt1109624,Paddington,2015-01-16,nd4a9bFrgyE,2014-07-29T08:02:15Z,Medvjedić Paddington trailer,34560,4,100,13,0
tt1109624,Paddington,2015-01-16,58Xr_7iBnKA,2014-06-13T10:44:37Z,PADDINGTON Trailer Deutsch German | 2014 Movie [HD],663741,81,2423,194,0
tt1109624,Paddington,2015-01-16,nkZjknR0AcU,2014-06-12T14:53:35Z,"Paddington Official Teaser Trailer #1 (2014) - Nicole Kidman, Colin Firth Movie HD",807507,420,3197,237,0
tt2361509,The Intern,2015-09-25,ZU3Xban0Y6A,2015-05-13T23:30:05Z,The Intern - Official Trailer [HD],9506113,1550,29730,1316,0
tt2361509,The Intern,2015-09-25,thv8myYCUQE,2015-08-03T14:10:04Z,"The Intern Official Trailer #2 (2015) - Anne Hathaway, Robert De Niro Movie HD",2031383,330,17939,297,0
tt2361509,The Intern,2015-09-25,vdmNdeiCvq0,2015-05-14T09:58:37Z,"The Intern Official Trailer (2015) - Robert De Niro, Anne Hathaway HD",218104,29,399,14,0
tt2361509,The Intern,2015-09-25,xGZ3Q3gMKug,2015-08-04T09:16:41Z,"The Intern ft. Robert De Niro, Anne Hathaway - Official Trailer #2 (2015) HD",40557,11,107,7,0
tt2361509,The Intern,2015-09-25,GEmp8qv-W4k,2015-07-08T09:18:15Z,The Intern - Trailer 2 (Warner Bros Pictures) [HD] | Indonesia,6003,0,6,1,0
tt2361509,The Intern,2015-09-25,2ygyF-JitaY,2015-05-13T23:33:04Z,The Intern – Teaser Trailer –  Warner Bros. UK,221196,6,361,35,0
tt2361509,The Intern,2015-09-25,W-DEy3mylCs,2015-05-13T23:30:00Z,"The Intern Official Trailer #1 (2015) - Anne Hathaway, Robert De Niro Movie HD",6958615,942,32918,715,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,b_ld3IJ0sUU,2014-11-14T01:00:10Z,Paul Blart: Mall Cop 2 - Official Trailer - In Theaters 4/17!,3321168,1763,12380,1704,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,bmD2vogB6yE,2015-02-05T16:00:01Z,Paul Blart: Mall Cop 2 - Trailer 2 (Official HD),2248286,453,2953,420,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,9caWuoYjFF4,2014-11-14T01:18:17Z,PAUL BLART: MALL COP 2 - Official Trailer,311379,65,658,63,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,gRpKklthDhk,2015-03-03T21:45:55Z,PAUL BLART: MALL COP 2 - In Cinemas April 16 - New Trailer,156471,36,246,81,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,X6yXgbIIuPU,2015-03-04T02:02:31Z,Paul Blart: Mall Cop 2 - Official International Trailer,78226,49,421,28,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,b5nMkY4UBmQ,2015-01-21T14:00:07Z,Annoying Orange - PAUL BLART MALL-COP 2 TRAILER Trashed!!,2148347,748,8875,577,0
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,v1oi-RkCLNM,2014-11-14T01:03:58Z,"Paul Blart: Mall Cop 2 Official Trailer #1 (2015) - Kevin James, David Henrie Sequel HD",2643781,747,9243,1007,0
tt3682448,Bridge of Spies,2015-10-16,mBBuzHrZBro,2015-06-05T16:14:30Z,Bridge of Spies Official Trailer #1 (2015) - Tom Hanks Cold War Thriller HD,7270817,1531,15383,656,0
tt3682448,Bridge of Spies,2015-10-16,7JnC2LIJdR0,2015-07-08T08:00:41Z,Bridge of Spies | Official HD Trailer #1 | 2015,1223907,121,1605,109,0
tt3682448,Bridge of Spies,2015-10-16,jxUk1RsajcI,2015-09-16T22:57:21Z,Bridge of Spies Official Trailer #2 (2015) - Tom Hanks Cold War Thriller HD,469785,257,2214,68,0
tt3682448,Bridge of Spies,2015-10-16,e32LJoMebwo,2015-09-20T13:00:12Z,Bridge of Spies | Official HD Trailer #2 | 2015,1041479,5,99,15,0
tt3682448,Bridge of Spies,2015-10-16,V14a8lqrtJI,2015-06-05T16:24:03Z,Bridge of Spies Trailer (2015) Tom Hanks Thriller Movie HD,505615,96,904,34,0
tt3682448,Bridge of Spies,2015-10-16,KkZgVaR0k2E,2015-09-23T23:53:10Z,Bridge Of Spies Trailer  - Tom Hanks Cold War Thriller HD,5006,1,18,0,0
tt3682448,Bridge of Spies,2015-10-16,2-2x3r1m2I4,2015-06-05T16:05:59Z,Bridge Of Spies Trailer,3287138,565,3670,469,0
tt3832914,War Room,2015-08-28,2DbRwcrhiLA,2015-06-29T17:32:43Z,War Room Official Trailer,1226618,219,5504,178,0
tt3832914,War Room,2015-08-28,MsNmagELjpQ,2015-03-19T23:11:38Z,"War Room Official Teaser Trailer (2015) Alex Kendrick, Priscilla Shirer, Beth Moore Inspiring Movie",935504,66,2094,117,0
tt3832914,War Room,2015-08-28,wXgC_HLLcCQ,2015-03-30T17:51:29Z,WAR ROOM Movie Trailer,446313,107,1904,194,0
tt3832914,War Room,2015-08-28,k4J5WDefJDg,2015-06-16T17:24:05Z,"War Room Official Trailer (2015) Alex Kendrick, Priscilla Shirer, Beth Moore Inspiring Movie",43426,3,127,3,0
tt3832914,War Room,2015-08-28,SEinWHiVwLo,2015-07-27T21:39:48Z,War Room: 30 Second Trailer #1,943233,11,237,25,0
tt3832914,War Room,2015-08-28,0LCgZ9AzwaM,2015-08-13T22:09:36Z,"The Keeping Room Official Trailer 1 (2015) - Brit Marling, Hailee Steinfeld Movie HD",1720262,280,4755,217,0
tt2268016,Magic Mike XXL,2015-07-01,wbJErcBKLCM,2015-05-06T16:06:57Z,"Magic Mike XXL Official Trailer #1 (2015) - Channing Tatum, Matt Bomer Movie HD",6706783,817,18962,1125,0
tt2268016,Magic Mike XXL,2015-07-01,lMulcnyxzxQ,2015-02-04T15:00:05Z,‘Magic Mike XXL’ Official Trailer,4011836,818,23941,641,0
tt2268016,Magic Mike XXL,2015-07-01,G07nhbT3H7U,2015-05-07T13:23:36Z,"Magic Mike XXL Official Trailer #2 (2015) - Channing Tatum, Matt Bomer Movie HD",578255,35,1314,57,0
tt2268016,Magic Mike XXL,2015-07-01,hhWM5x_G0Cc,2015-02-05T14:51:04Z,MAGIC MIKE XXL Trailer German Deutsch (2015),1272278,185,5634,330,0
tt2268016,Magic Mike XXL,2015-07-01,RwRBtEfVD8Q,2015-02-05T14:44:44Z,First &#39;Magic Mike XXL&#39; Trailer Has Everyone Talking,18099,3,41,4,0
tt2268016,Magic Mike XXL,2015-07-01,KW2LaF9RM4o,2015-02-04T17:09:38Z,"Magic Mike XXL Official Teaser Trailer #1 (2015) - Channing Tatum, Matt Bomer Movie HD",1049700,107,2815,117,0
tt2268016,Magic Mike XXL,2015-07-01,oLoyU3xYwbs,2015-05-06T16:00:23Z,Magic Mike XXL - Official Trailer [HD],11141417,2176,27124,3137,0
tt3567288,The Visit,2015-09-11,YfQnRjkuvaY,2015-04-23T22:01:24Z,The Visit - Official Trailer (HD),10952434,6225,34104,3373,0
tt3567288,The Visit,2015-09-11,E_j1eFy0zp4,2015-04-24T15:22:13Z,The Visit Official International Trailer #1 (2015) - M. Night Shyamalan Horror Movie HD,2168885,1472,6671,586,0
tt3567288,The Visit,2015-09-11,EkGG-L0wuVw,2015-01-17T15:34:17Z,The Visit | official trailer (2015),332280,79,488,103,0
tt3567288,The Visit,2015-09-11,ZYvm-PSG3sg,2015-04-24T08:23:06Z,The Visit Official Trailer (2015) - M. Night Shyamalan Movie HD,6229,8,52,6,0
tt3567288,The Visit,2015-09-11,yO5YnmljmoQ,2015-04-23T23:52:48Z,THE VISIT Trailer German Deutsch (2015),1310814,516,7502,253,0
tt3567288,The Visit,2015-09-11,PA59jZ9GNnw,2015-04-24T14:30:39Z,&#39;The Visit&#39; Trailer,5523,11,66,10,0
tt3567288,The Visit,2015-09-11,0Fv3gU-ed7Y,2015-04-23T22:12:56Z,The Visit Official Trailer #1 (2015) - M. Night Shyamalan Horror Movie HD,4524137,2233,13909,1504,0
tt1528854,Daddy's Home,2015-12-25,2sgpwTBnuLo,2015-06-19T16:53:05Z,"Daddy&#39;s Home Official Trailer #1 (2015) - Will Ferrell, Mark Wahlberg Movie HD",6667669,946,20876,761,0
tt1528854,Daddy's Home,2015-12-25,OeknNwE4e1E,2015-06-19T16:40:42Z,"Daddy&#39;s Home Official Trailer #1 (2015) Will Ferrell, Mark Wahlberg Comedy Movie HD",5890859,737,13029,603,0
tt1528854,Daddy's Home,2015-12-25,mgNs89c_DLY,2015-10-22T17:57:44Z,Daddy&#39;s Home | official trailer #2 US (2016) Mark Wahlberg Will Ferrell,5765285,497,20755,911,0
tt1528854,Daddy's Home,2015-12-25,arhMMJx7tCU,2015-06-19T21:09:51Z,Daddy&#39;s Home Movie - Official Trailer,2309474,217,3902,347,0
tt1528854,Daddy's Home,2015-12-25,5T7vJzvbvy4,2015-02-20T19:07:50Z,Daddy&#39;s Home: OFFICIAL TRAILER,62989,14,88,37,0
tt1528854,Daddy's Home,2015-12-25,3zfyl2rpiVA,2015-09-03T22:07:59Z,Daddy&#39;s Home - Official® Trailer 1 [HD],6179,0,9,0,0
tt1528854,Daddy's Home,2015-12-25,17N5EbOoGtg,2015-06-20T00:58:43Z,Daddy&#39;s Home - Trailer #1,121136,150,3214,90,0
tt0884732,The Wedding Ringer,2015-01-16,KG5CnCgnplU,2014-06-20T05:06:27Z,"The Wedding Ringer Official Trailer (2015) - Kevin Hart, Kaley Cuoco Movie HD",7110130,831,16169,707,0
tt0884732,The Wedding Ringer,2015-01-16,R3TeI9jPPuA,2014-09-25T17:05:37Z,The Wedding Ringer - Official &quot;Best Friends&quot; Trailer,3447174,353,4301,361,0
tt0884732,The Wedding Ringer,2015-01-16,_OoPOkYd2JE,2014-12-24T16:23:24Z,"The Wedding Ringer Official International Trailer #2 (2015) - Josh Gad, Kevin Hart Movie HD",261731,50,1013,47,0
tt0884732,The Wedding Ringer,2015-01-16,m-M9lIlGBEQ,2014-06-20T16:00:03Z,The Wedding Ringer Official Trailer (2015) HD,592914,36,629,48,0
tt0884732,The Wedding Ringer,2015-01-16,xBnVZefYaEc,2014-06-26T20:13:07Z,The Wedding Ringer | official trailer #1 US (2014) Kevin Hart Josh Gad,45108,3,53,5,0
tt0884732,The Wedding Ringer,2015-01-16,jawPEhvUZEk,2014-11-20T17:09:29Z,"The Wedding Ringer Official Trailer #3 (2015) - Kevin Hart, Josh Gad Comedy Movie HD",125206,31,770,47,0
tt0884732,The Wedding Ringer,2015-01-16,lbN-tGCKAuA,2014-06-21T02:08:49Z,"The Wedding Ringer Official International Trailer #1 (2015) - Josh Gad, Kevin Hart Movie HD",81760,39,580,31,0
tt1355683,Black Mass,2015-09-18,CE3e3hGF2jc,2015-04-23T20:07:57Z,"Black Mass Official Trailer #1 (2015) - Johnny Depp, Benedict Cumberbatch Crime Drama HD",12141514,4233,41467,1076,0
tt1355683,Black Mass,2015-09-18,R_F-lVhSfx8,2015-07-30T15:45:01Z,Black Mass - Official Main Trailer [HD],4495696,1058,10689,860,0
tt1355683,Black Mass,2015-09-18,5XL_4_7cdn0,2015-05-23T01:14:14Z,"Black Mass Official Trailer #2 (2015) - Johnny Depp, Benedict Cumberbatch Movie HD",2008086,994,8995,186,0
tt1355683,Black Mass,2015-09-18,fn4C8c7Y8iY,2015-07-30T16:02:55Z,Black Mass Official Trailer #3 (2015) Johnny Depp Crime Drama Movie HD,268530,71,569,24,0
tt1355683,Black Mass,2015-09-18,eI5cOHNrqic,2015-04-23T17:48:34Z,Black Mass - Teaser Trailer Italiano Ufficiale | HD,779866,88,2679,78,0
tt1355683,Black Mass,2015-09-18,3efGXg2Eaws,2015-08-21T06:09:24Z,BLACK MASS - Trailer F3 Deutsch HD German,578504,51,889,62,0
tt1355683,Black Mass,2015-09-18,aD5IHYY2MVs,2015-04-23T20:03:49Z,"Black Mass TRAILER 1 (2015) - Johnny Depp, Benedict Cumberbatch Crime Drama HD",25399,31,315,3,0
tt1524930,Vacation,2015-07-29,kleG7XCqOb4,2015-06-04T03:00:39Z,Vacation - Official Theatrical Trailer [HD],5519704,1146,14587,1100,0
tt1524930,Vacation,2015-07-29,ScMOyURq9os,2015-05-07T15:50:20Z,&quot;Vacation&quot; Red Band Trailer,12233042,3328,28597,3703,0
tt1524930,Vacation,2015-07-29,FHThGmVfE3A,2014-11-13T07:19:22Z,National Lampoon&#39;s Vacation (1983) Official Trailer - Chevy Chase Comedy Movie HD,440502,134,1442,56,0
tt1524930,Vacation,2015-07-29,TeOPbcJHyiY,2015-06-04T00:01:56Z,Vacation – Official Trailer – Warner Bros. UK,1296387,211,8187,438,0
tt1524930,Vacation,2015-07-29,YU-42pvbBdI,2015-05-07T16:42:59Z,Vacation – Official Red Band Trailer – Warner Bros. UK,141218,16,307,54,0
tt1524930,Vacation,2015-07-29,mGbDZUb4G7I,2015-06-04T00:21:33Z,"Vacation Official Trailer #2 (2015) Chris Hemsworth, Ed Helms Comedy Movie HD",582154,78,1421,74,0
tt1524930,Vacation,2015-07-29,4cNmMLq9ZrQ,2015-06-04T04:01:13Z,"Vacation Official Trailer #1 (2015) - Ed Helms, Christina Applegate Movie HD",5795936,1198,16896,863,0
tt3862750,The Perfect Guy,2015-09-11,CikoxQ4ytI4,2015-06-04T14:16:27Z,THE PERFECT GUY - Official Trailer (HD),11377683,3250,44227,1407,0
tt3862750,The Perfect Guy,2015-09-11,D2V8Xbgfjhs,2015-08-20T09:36:03Z,The Perfect Guy - Trailer (I Put A Spell On You) - Starring Michael Ealy - At Cinemas November 20,45806,29,153,11,0
tt3862750,The Perfect Guy,2015-09-11,ZHHqBl3qtps,2015-08-20T11:00:00Z,THE PERFECT GUY &#39;I Put A Spell On You&#39; Official Trailer #2 (2015) - Thriller Movie HD,13564,10,112,3,0
tt3862750,The Perfect Guy,2015-09-11,Z_qN59GYZsc,2014-09-08T13:41:45Z,The Boy Next Door Official Trailer #1 (2015) - Jennifer Lopez Thriller HD,9906982,1694,30848,1689,0
tt3862750,The Perfect Guy,2015-09-11,2FHrD7OQgmw,2014-07-11T14:58:30Z,The Perfect Boss - Trailer,120258,8,205,14,0
tt3862750,The Perfect Guy,2015-09-11,A8vSTOl8F6M,2015-06-09T09:12:08Z,"The Perfect Guy Official Trailer (2015) - Michael Ealy, Sanaa Lathan HD",8696,4,91,0,0
tt3862750,The Perfect Guy,2015-09-11,DZy-6H_ZFms,2015-06-04T20:18:40Z,The Perfect Guy Official Trailer 1 (2015) - Michael Ealy Thriller HD,451164,167,2464,58,0
tt1502712,Fantastic Four,2015-08-07,_rRoD28-WgU,2015-04-19T18:56:55Z,Fantastic Four | Official Trailer [HD] | 20th Century FOX,12277437,7346,44302,9342,0
tt1502712,Fantastic Four,2015-08-07,e-BVs-KCSiA,2015-01-27T13:56:01Z,Fantastic Four | Official Teaser Trailer [HD] | 20th Century FOX,18010351,17082,71274,21020,0
tt1502712,Fantastic Four,2015-08-07,AAgnQdiZFsQ,2015-07-14T12:59:36Z,Fantastic Four | Official Trailer 2 [HD] | 20th Century FOX,8103270,4612,21442,9537,0
tt1502712,Fantastic Four,2015-08-07,wuV4BCYv-YY,2015-04-20T19:00:06Z,"Fantastic Four Official Trailer #1 (2015) - Miles Teller, Michael B. Jordan Movie HD",11588291,3540,26855,4002,0
tt1502712,Fantastic Four,2015-08-07,Qc6EYDZovPQ,2015-07-14T12:59:56Z,Fantastic Four | Official HD Trailer #3 | 2015,3233382,778,2926,738,0
tt1502712,Fantastic Four,2015-08-07,0E7jxEHPMQM,2015-07-14T16:10:39Z,"Fantastic Four Official Trailer #2 (2015) - Miles Teller, Michael B. Jordan Superhero Movie HD",1187272,1356,6605,868,0
tt1502712,Fantastic Four,2015-08-07,Xym62xvo704,2015-04-19T19:11:37Z,Fantastic Four Official TRAILER #2 (2015) Miles Teller Marvel Movie HD,1156849,733,3436,574,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,xA6cOSEZhzM,2015-10-29T16:08:11Z,Alvin and the Chipmunks: The Road Chip Official Trailer #1 (2015) - Animated Movie HD,5794043,2786,19370,4249,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,UI_nj4NXpoQ,2015-07-07T16:00:01Z,Alvin and the Chipmunks: The Road Chip | Official Trailer [HD] | Fox Family Entertainment,2420381,4,9796,2131,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,ibEfB797vfU,2015-09-23T08:00:48Z,Alvin and the Chipmunks: The Road Chip | Official Trailer [HD],1073744,129,2860,344,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,r204MVzmG08,2015-07-08T09:09:37Z,ALVIN AND THE CHIPMUNKS 4: The Road Chip Official Trailer (2016),75999,14,299,30,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,G-9cxxlHyDw,2015-07-08T19:19:43Z,&#39;Alvin and the Chipmunks: The Road Chip&#39; Trailer,77220,25,260,35,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,jkJCDO1O3mg,2015-07-09T20:15:20Z,Alvin and the Chipmunks: The Road Chip - Trailer #1 Music (The Hit House - Tectonic),7149,4,38,3,0
tt2974918,Alvin and the Chipmunks: The Road Chip,2015-12-18,Sc5ZuVd-K0o,2015-10-29T15:59:30Z,Alvin and the Chipmunks: The Road Chip | Official Trailer 2 [HD] | Fox Family Entertainment,2256777,413,6195,1230,0
tt2381941,Focus,2015-02-27,MxCRgtdAuBo,2014-10-09T23:29:58Z,"Focus Official Trailer #1 (2015) - Will Smith, Margot Robbie Movie HD",26476931,5037,60741,3578,0
tt2381941,Focus,2015-02-27,6vY9UPiI4eQ,2014-12-22T20:00:09Z,Focus - Official Trailer 2 [HD],2933364,404,4671,385,0
tt2381941,Focus,2015-02-27,MoWPbrT6qdk,2014-12-22T20:06:22Z,Focus – Trailer HD – Official Warner Bros.,77372,2,249,14,0
tt2381941,Focus,2015-02-27,fEn1083hWKE,2015-02-03T21:17:50Z,"Focus Official UK Trailer #1 (2015) - Will Smith, Margot Robbie Movie HD",148718,67,885,56,0
tt2381941,Focus,2015-02-27,IrpXQg7-VDI,2014-08-09T09:50:15Z,Focus - Trailer,26849,,,,0
tt2381941,Focus,2015-02-27,A1PqBFHoeTA,2014-10-09T23:31:07Z,Focus – Teaser Trailer – Official UK Warner Bros.,1568720,30,2792,191,0
tt2381941,Focus,2015-02-27,btI7yHxn1NU,2014-10-10T23:29:20Z,Focus - Official Trailer [HD],2338119,237,4020,318,0
tt1798684,Southpaw,2015-07-24,Mh2ebPxhoLs,2015-03-27T14:52:41Z,"Southpaw Official Trailer #1 (2015) - Jake Gyllenhaal, Rachel McAdams Movie HD",21894690,5004,77056,2539,0
tt1798684,Southpaw,2015-07-24,cpdchRQ7h5g,2015-07-08T16:39:52Z,Southpaw Official Trailer #3 (2015) - Jake Gyllenhaal Boxing Drama HD,788040,248,4130,69,0
tt1798684,Southpaw,2015-07-24,FvkfIpFO0VU,2015-06-05T17:00:00Z,Southpaw Official Trailer #2 (2015) - Jake Gyllenhaal Boxing Drama HD,1708548,401,7802,200,0
tt1798684,Southpaw,2015-07-24,SJug2_h-wQg,2015-05-14T07:59:24Z,Exklusiv: SOUTHPAW Trailer German Deutsch (2015),1665813,296,8263,194,0
tt1798684,Southpaw,2015-07-24,boyocw4Mm6Q,2015-06-05T17:00:01Z,Southpaw TRAILER 2 (2015) - Jake Gyllenhaal Boxing Drama HD,44014,11,176,6,0
tt1798684,Southpaw,2015-07-24,p-BR93wE6n0,2015-03-27T15:05:01Z,"Southpaw TRAILER 1 (2015) - Jake Gyllenhaal, Rachel McAdams Movie HD",90072,16,710,8,0
tt3195644,Insidious: Chapter 3,2015-06-05,3HxEXnVSr1w,2015-03-18T00:00:00Z,"Insidious: Chapter 3 Official Trailer #1 (2015) - Stefanie Scott, Lin Shaye Horror Sequel HD",13951701,3051,40670,2082,0
tt3195644,Insidious: Chapter 3,2015-06-05,7DNXUvHm-S8,2014-10-23T16:20:19Z,Insidious: Chapter 3 Official Teaser Trailer #1 (2015) - Lin Shaye Horror HD,8459406,2945,26996,1127,0
tt3195644,Insidious: Chapter 3,2015-06-05,O21hV9nVKnU,2015-04-02T10:13:38Z,INSIDIOUS CHAPTER 3 - Final International Trailer,825843,65,1514,111,0
tt3195644,Insidious: Chapter 3,2015-06-05,xcsBztNjmn4,2015-03-18T00:00:02Z,INSIDIOUS: CHAPTER 3 - Official Trailer - In Theaters June 5,3046722,1067,,,0
tt3195644,Insidious: Chapter 3,2015-06-05,EtSJfdbNnYY,2015-03-16T18:25:33Z,Insidious - Chapter 3 | official trailer US (2015) horror prequel Dermot Mulroney,74628,47,282,13,0
