tt_id,movie_title,release_date,trailer_id,trailer_publishTime,trailer_title,viewCount,commentCount,likeCount,dislikeCount,comment_disabled
tt2802144,Kingsman: The Secret Service,2015-02-13,kl8F-8tR8to,2014-09-23T00:25:15Z,Kingsman: The Secret Service | Official Trailer 2 [HD] | 20th Century FOX,18590320.0,3235.0,61239.0,2013.0,False
tt1666801,The Duff,2015-02-20,cISh0wmeZBQ,2014-11-18T17:30:44Z,THE DUFF - Official Teaser Trailer [HD],3492783.0,422.0,4196.0,316.0,False
tt1666801,The Duff,2015-02-20,ci7eKlNRiuw,2014-11-18T18:05:25Z,"The DUFF Official Trailer #1 (2015) - Bella Thorne, Mae Whitman Comedy HD",18440027.0,4006.0,75557.0,2770.0,False
tt1666801,The Duff,2015-02-20,0tbRlEXrysU,2015-01-26T17:59:04Z,"The DUFF Official Trailer #4 (2015) - Bella Thorne, Mae Whitman Comedy HD",6016276.0,1618.0,25905.0,823.0,False
tt2097298,"McFarland, USA",2015-02-20,j-VAOlHGE6Q,2014-11-04T17:18:23Z,"McFarland, USA - Official Trailer",1890088.0,299.0,4274.0,260.0,False
tt2097298,"McFarland, USA",2015-02-20,74eJaVQFybI,2014-11-04T17:34:28Z,"McFarland, USA Official Trailer #1 (2015) - Kevin Costner Movie HD",4020588.0,1320.0,13668.0,557.0,False
tt2097298,"McFarland, USA",2015-02-20,gXvuzXWyeCo,2014-12-23T16:30:03Z,"McFarland, USA - Official Trailer 2",416151.0,106.0,1273.0,169.0,False
tt2637294,Hot Tub Time Machine 2,2015-02-20,nWa4INxk4y4,2014-07-24T23:00:25Z,Hot Tub Time Machine 2 - Red Band Trailer #1,1441717.0,590.0,5220.0,318.0,False
tt2637294,Hot Tub Time Machine 2,2015-02-20,BNJ-UxlKXGY,2014-12-10T19:52:55Z,"Hot Tub Time Machine 2 Official Trailer #1 (2015) - Rob Corddry, Adam Scott Movie HD",2889704.0,543.0,7104.0,458.0,False
tt2637294,Hot Tub Time Machine 2,2015-02-20,ojuLwwASMaU,2015-01-23T17:46:34Z,"Hot Tub Time Machine 2 Official Trailer #2 (2015) - Craig Robinson, Rob Corddry Movie HD",500209.0,96.0,1967.0,101.0,False
tt2381941,Focus,2015-02-27,MxCRgtdAuBo,2014-10-09T23:29:58Z,"Focus Official Trailer #1 (2015) - Will Smith, Margot Robbie Movie HD",26476931.0,5037.0,60741.0,3578.0,False
tt2381941,Focus,2015-02-27,6vY9UPiI4eQ,2014-12-22T20:00:09Z,Focus - Official Trailer 2 [HD],2933364.0,404.0,4671.0,385.0,False
tt2918436,The Lazarus Effect,2015-02-27,1Ks6JqLzVTA,2015-01-07T14:25:58Z,"The Lazarus Effect Official Trailer #1 (2015) - Olivia Wilde, Mark Duplass Movie HD",6295920.0,2489.0,14573.0,960.0,False
tt2918436,The Lazarus Effect,2015-02-27,wxHcKnfclP0,2015-02-04T17:08:46Z,"The Lazarus Effect Official Trailer #2 (2015) - Olivia Wilde, Mark Duplass Movie HD",679760.0,324.0,2372.0,116.0,False
tt1823672,Chappie,2015-03-06,l6bmTNadhJE,2014-11-05T14:46:38Z,"Chappie Official Trailer #1 (2015) - Hugh Jackman, Sigourney Weaver Robot Movie HD",9560709.0,2870.0,30624.0,1174.0,False
tt1823672,Chappie,2015-03-06,lyy7y0QOK-0,2015-01-09T17:03:48Z,CHAPPIE - Official Trailer (HD),13636757.0,6437.0,45638.0,2267.0,False
tt1823672,Chappie,2015-03-06,QHWbzrCJ4nE,2015-01-09T17:29:02Z,"Chappie Official Trailer #2 (2015) - Hugh Jackman, Sigourney Weaver Robot Movie HD",4764841.0,1976.0,17865.0,948.0,False
tt2358925,Unfinished Business,2015-03-06,8yb9Dn2mnMg,2014-11-27T05:00:00Z,Unfinished Business | Official Trailer [HD] | 20th Century FOX,3428486.0,242.0,3943.0,303.0,False
tt2358925,Unfinished Business,2015-03-06,0bM5vyZBQFA,2014-11-28T05:00:01Z,"Unfinished Business Official Trailer #1 (2015) - Vince Vaughn, Dave Franco Movie HD",4084300.0,346.0,7657.0,378.0,False
tt2555736,The Second Best Exotic Marigold Hotel,2015-03-06,y7KT6lZjk3A,2014-08-08T14:41:31Z,THE SECOND BEST EXOTIC MARIGOLD HOTEL: Official HD Trailer,131618.0,2.0,295.0,19.0,False
tt2555736,The Second Best Exotic Marigold Hotel,2015-03-06,3REYWGRmLnQ,2014-08-08T16:00:02Z,The Second Best Exotic Marigold Hotel Official Trailer #1 (2015) - Judi Dench Movie HD,1178236.0,231.0,3130.0,144.0,False
tt2555736,The Second Best Exotic Marigold Hotel,2015-03-06,O96og_f-Omk,2014-12-17T19:00:13Z,"The Second Best Exotic Marigold Hotel Official UK Trailer #1 (2015) - Dev Patel, Judi Dench Movie HD",842661.0,272.0,3456.0,156.0,False
tt1661199,Cinderella,2015-03-13,_wppM8ycod0,2014-05-15T15:59:53Z,Disney&#39;s Cinderella Official Teaser Trailer,10702267.0,4569.0,24924.0,4398.0,False
tt1661199,Cinderella,2015-03-13,20DF6U1HcGQ,2014-11-19T14:00:02Z,Disney&#39;s Cinderella Official US Trailer,37638067.0,13174.0,145701.0,8656.0,False
tt1661199,Cinderella,2015-03-13,LfR8Su4ulX0,2014-11-19T14:09:53Z,"Cinderella Official Trailer #1 (2015) - Helena Bonham Carter, Lily James Disney Movie HD",4924866.0,1621.0,21047.0,781.0,False
tt2199571,Run All Night,2015-03-13,7uDuFh-nC-c,2015-01-09T02:30:12Z,Run All Night Official Trailer #1 (2015) - Liam Neeson Action Movie HD,8541989.0,1412.0,15605.0,753.0,False
tt2199571,Run All Night,2015-03-13,6P_C73BPT7M,2015-01-09T18:32:23Z,Run All Night Official UK Trailer (2015) - Liam Neeson Thriller HD,978506.0,586.0,4380.0,100.0,False
tt3235888,It Follows,2015-03-13,HkZYbOH0ujw,2014-12-18T19:59:00Z,It Follows Official Trailer 1 (2015) - Horror Movie HD,8269776.0,3525.0,25386.0,1677.0,False
tt3235888,It Follows,2015-03-13,9tyMi1Hn32I,2014-12-19T14:50:39Z,IT FOLLOWS - Official Trailer,1319566.0,239.0,2622.0,233.0,False
tt3235888,It Follows,2015-03-13,QX38jXwnRAM,2014-12-29T23:13:38Z,It Follows Official Trailer #1 (2015) - Maika Monroe Horror Movie HD,3319430.0,1011.0,7360.0,714.0,False
tt2515034,The Gunman,2015-03-20,Ug9xufczPVE,2014-12-12T18:18:55Z,"The Gunman Official Trailer #1 (2015) - Sean Penn, Javier Bardem Movie HD",4719586.0,849.0,5887.0,528.0,False
tt2515034,The Gunman,2015-03-20,ZrUVEca2AuA,2015-01-20T08:43:22Z,THE GUNMAN - Official International Trailer - Starring Sean Penn,523243.0,84.0,501.0,49.0,False
tt2908446,Insurgent,2015-03-20,7Ql1T41Jw5U,2014-11-12T16:09:55Z,The Divergent Series: Insurgent Official Teaser Trailer – ‘Defy Reality’,5564732.0,3936.0,30361.0,2467.0,False
tt2908446,Insurgent,2015-03-20,suZcGoRLXkU,2014-12-12T15:59:48Z,Divergent Series: Insurgent (2015 Movie - Shailene Woodley) Trailer,14353869.0,6763.0,70001.0,2538.0,False
tt2908446,Insurgent,2015-03-20,IR-l_TSjlEo,2014-12-12T20:00:05Z,Insurgent Official Trailer #1 (2015) - Shailene Woodley Divergent Sequel HD,12045653.0,4487.0,55505.0,2210.0,False
tt4056738,Do You Believe?,2015-03-20,R9igUnwVqGU,2014-11-09T21:55:48Z,Christian Movies: Do You Believe -  Trailer,229111.0,371.0,1420.0,84.0,False
tt4056738,Do You Believe?,2015-03-20,ogIX2Q7tEdc,2014-12-09T17:22:37Z,Do You Believe? Official Trailer 1 (2015) - Drama Movie HD,2201437.0,4117.0,11698.0,1817.0,False
tt1791682,While We're Young,2015-03-27,K9cG9BzxMps,2014-12-04T15:00:09Z,"While We&#39;re Young Official Trailer #1 (2015) - Ben Stiller, Naomi Watts Comedy HD",1460148.0,204.0,3878.0,211.0,False
tt1791682,While We're Young,2015-03-27,3l9QQvLLNic,2014-12-04T15:00:14Z,"While We&#39;re Young TRAILER 1 (2015) - Amanda Seyfried, Adam Driver Comedy HD",2520066.0,119.0,8489.0,200.0,False
tt1791682,While We're Young,2015-03-27,NRUcm9Qw9io,2014-12-04T15:00:19Z,While We&#39;re Young | Official Teaser Trailer HD | A24,1784463.0,183.0,2429.0,198.0,False
tt2224026,Home,2015-03-27,MyqZf8LiWvM,2014-06-13T15:43:18Z,"Home Official Trailer #1 (2015) - Jennifer Lopez, Rihanna Animated Movie HD",14089367.0,3185.0,31614.0,2531.0,False
tt2224026,Home,2015-03-27,iLGDJkhYnVc,2014-11-25T18:13:30Z,"Home Official Trailer #2 (2015) - Jim Parsons, Rihanna Animated Movie HD",11485660.0,2019.0,25053.0,2179.0,False
tt2224026,Home,2015-03-27,Du4jTG7-93k,2014-11-26T00:07:27Z,HOME | Official Trailer #2,4646572.0,5.0,5399.0,445.0,True
tt2561572,Get Hard,2015-03-27,jTi-h6zNDLg,2014-12-19T19:00:11Z,Get Hard - Official Trailer [HD],1952466.0,164.0,3453.0,245.0,False
tt2561572,Get Hard,2015-03-27,lEqrpuU9fYI,2014-12-19T19:05:57Z,"Get Hard Official Trailer #1 (2015) - Will Ferrell, Kevin Hart Movie HD",13213818.0,2026.0,33917.0,1813.0,False
tt2561572,Get Hard,2015-03-27,l5lojEIitNw,2015-01-15T18:00:07Z,Get Hard - Official Trailer 2 [HD],4770443.0,671.0,12799.0,785.0,False
tt2404425,Woman in Gold,2015-04-01,ZqC28wtsaig,2014-12-23T15:05:55Z,"Woman in Gold TRAILER 1 (2015) - Helen Mirren, Katie Holmes Movie HD",164305.0,30.0,875.0,29.0,False
tt2404425,Woman in Gold,2015-04-01,begpze0T79g,2014-12-29T20:47:16Z,Woman in Gold | official trailer US (2015) Helen Mirren Portrait of Adele Bloch-Bauer I,379636.0,72.0,4554.0,63.0,False
tt2404425,Woman in Gold,2015-04-01,wu9JeTX6Sdw,2015-03-06T14:42:44Z,"Woman in Gold Official Trailer #2 (2015) - Helen Mirren, Ryan Reynolds Movie HD",1072331.0,167.0,1856.0,118.0,False
tt2820852,Furious 7,2015-04-03,Skpu5HaVkOc,2014-11-01T19:55:33Z,Furious 7 - Official Trailer (HD),72145208.0,21541.0,347109.0,10491.0,False
tt2820852,Furious 7,2015-04-03,5Yab0sXGEjg,2014-11-01T20:46:43Z,"Furious 7 Official Trailer #1 (2015) - Vin Diesel, Paul Walker Movie HD",9183003.0,2682.0,38809.0,1006.0,False
tt2820852,Furious 7,2015-04-03,yISKeT6sDOg,2015-02-05T05:04:30Z,Furious 7 - Official Theatrical Trailer (HD),19496057.0,4478.0,90571.0,2753.0,False
tt0470752,Ex Machina,2015-04-10,EoQuVnKhxaM,2014-10-30T14:37:35Z,"Ex Machina Official Teaser Trailer #1 (2015) - Oscar Isaac, Domhnall Gleeson Movie HD",8037859.0,2721.0,21321.0,877.0,False
tt0470752,Ex Machina,2015-04-10,XYGzRB4Pnq8,2014-10-30T16:10:40Z,EX MACHINA Official Trailer (2015) [HD],9148266.0,2538.0,18101.0,797.0,False
tt0470752,Ex Machina,2015-04-10,PI8XBKb6DQk,2015-03-03T17:00:01Z,"Ex Machina Official Trailer #1 (2015) - Domhnall Gleeson, Oscar Isaac Movie HD",1768997.0,485.0,5205.0,195.0,False
tt2726560,The Longest Ride,2015-04-10,FUS_Q7FsfqU,2014-12-23T01:20:45Z,The Longest Ride | Official Trailer [HD] | 20th Century FOX,16414011.0,2089.0,53793.0,1489.0,False
tt2726560,The Longest Ride,2015-04-10,xegecYytb6A,2014-12-24T01:00:04Z,The Longest Ride Official Trailer #1 (2015) - Britt Robertson Movie HD,3291568.0,512.0,17657.0,453.0,False
tt2726560,The Longest Ride,2015-04-10,GOlV6wZLkjY,2015-02-12T15:55:12Z,The Longest Ride | Valentine&#39;s Day Trailer [HD] | 20th Century FOX,2516672.0,222.0,4748.0,129.0,False
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,b_ld3IJ0sUU,2014-11-14T01:00:10Z,Paul Blart: Mall Cop 2 - Official Trailer - In Theaters 4/17!,3321168.0,1763.0,12380.0,1704.0,False
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,v1oi-RkCLNM,2014-11-14T01:03:58Z,"Paul Blart: Mall Cop 2 Official Trailer #1 (2015) - Kevin James, David Henrie Sequel HD",2643781.0,747.0,9243.0,1007.0,False
tt3450650,Paul Blart: Mall Cop 2,2015-04-17,bmD2vogB6yE,2015-02-05T16:00:01Z,Paul Blart: Mall Cop 2 - Trailer 2 (Official HD),2248286.0,453.0,2953.0,420.0,False
tt3713166,Unfriended,2015-04-17,Q72LWqCx3pc,2015-01-13T02:30:21Z,Unfriended | Official Trailer | MTV,25407819.0,23320.0,149822.0,11607.0,False
tt3713166,Unfriended,2015-04-17,Lgj4GjqCFlY,2015-01-13T16:59:56Z,Unfriended - Official Trailer (HD),10016423.0,9609.0,45531.0,4994.0,False
tt3713166,Unfriended,2015-04-17,5liTryEjqyA,2015-01-27T20:35:11Z,Unfriended - Official Trailer PARODY,8561135.0,10669.0,206483.0,3854.0,False
tt1655441,The Age of Adaline,2015-04-24,7UzSekc0LoQ,2014-11-19T20:28:08Z,The Age of Adaline (2015 Movie) – Official Trailer - Blake Lively,7951713.0,1797.0,33170.0,640.0,False
tt1655441,The Age of Adaline,2015-04-24,clbSd2JzAqc,2014-11-20T16:11:31Z,"The Age of Adaline Official Trailer #1 (2015) - Blake Lively, Harrison Ford Movie HD",17345317.0,3937.0,79229.0,1737.0,False
tt2395427,Avengers: Age of Ultron,2015-05-01,tmeOjFno6Do,2014-10-23T01:17:07Z,Marvel&#39;s &quot;Avengers: Age of Ultron&quot; - Teaser Trailer (OFFICIAL),88585958.0,81290.0,635432.0,14319.0,False
tt2395427,Avengers: Age of Ultron,2015-05-01,MZoO8QVMxkk,2015-01-13T01:57:58Z,New Avengers Trailer Arrives - Marvel&#39;s Avengers: Age of Ultron Trailer 2,43548967.0,20622.0,208686.0,8038.0,False
tt2395427,Avengers: Age of Ultron,2015-05-01,JAUoeqvedMo,2015-03-04T18:13:15Z,Marvel&#39;s Avengers: Age of Ultron - Trailer 3,46437511.0,26896.0,221447.0,6801.0,False
tt2935476,Far from the Madding Crowd,2015-05-01,WCm1XNVD_0c,2014-11-24T19:04:04Z,Far from the Madding Crowd Official Trailer #1 (2015) - Carey Mulligan Drama HD,1914286.0,309.0,4177.0,112.0,False
tt2935476,Far from the Madding Crowd,2015-05-01,VEXGL-Y5D2A,2014-11-25T13:08:16Z,FAR FROM THE MADDING CROWD Official Trailer (2015) - Carey Mulligan HD,274651.0,25.0,395.0,23.0,False
tt2935476,Far from the Madding Crowd,2015-05-01,5-_9AFwMDmQ,2015-02-20T17:00:00Z,Far from the Madding Crowd Official Trailer #2 (2015) - Carey Mulligan Movie HD,2665440.0,675.0,10947.0,234.0,False
tt2967224,Hot Pursuit,2015-05-08,fUeOBdxSjc8,2015-02-13T00:42:22Z,"Hot Pursuit Official Trailer #1 (2015) - Sofia Vergara, Reese Witherspoon Movie HD",10555730.0,1261.0,43029.0,1596.0,False
tt2967224,Hot Pursuit,2015-05-08,6qBRBS8pL-w,2015-02-13T03:00:04Z,Hot Pursuit - Official Trailer [HD],2095435.0,136.0,3556.0,397.0,False
tt2967224,Hot Pursuit,2015-05-08,86nRuz4YuPY,2015-04-09T19:00:17Z,Hot Pursuit - Official Trailer 2 [HD],2398529.0,179.0,4447.0,438.0,False
tt1392190,Mad Max: Fury Road,2015-05-15,cdLl1GVjOrc,2014-07-27T21:15:39Z,Mad Max: Fury Road Official Comic-Con Trailer (2015) - Tom Hardy Post-Apocalypse Movie HD,10372883.0,3497.0,29829.0,1423.0,False
tt1392190,Mad Max: Fury Road,2015-05-15,YWNWi-ZWL3c,2014-12-10T18:00:00Z,Mad Max: Fury Road - Official Theatrical Teaser Trailer [HD],15151278.0,6711.0,53941.0,2776.0,False
tt1392190,Mad Max: Fury Road,2015-05-15,hEJnMQG9ev8,2015-03-31T17:00:04Z,Mad Max: Fury Road - Official Main Trailer [HD],32098400.0,13245.0,119229.0,5791.0,False
tt2848292,Pitch Perfect 2,2015-05-15,TY-u5P9pRwA,2014-11-20T15:51:35Z,"Pitch Perfect 2 Official Trailer #1 (2015) - Anna Kendrick, Elizabeth Banks Movie HD",10110428.0,1775.0,41806.0,1113.0,False
tt2848292,Pitch Perfect 2,2015-05-15,1RgKlnG5aQY,2014-11-20T20:02:16Z,Pitch Perfect 2 - Official Trailer (HD),3279249.0,455.0,12314.0,402.0,False
tt2848292,Pitch Perfect 2,2015-05-15,6bh4mvJ5jUg,2015-02-10T17:05:25Z,Pitch Perfect 2 – Official Trailer 2 (HD),13177276.0,2795.0,47957.0,2550.0,False
tt1029360,Poltergeist,2015-05-22,hVdzNlNxLxg,2015-02-06T16:59:49Z,Poltergeist | Official Trailer [HD] | 20th Century FOX,3129883.0,259.0,3723.0,254.0,False
tt1029360,Poltergeist,2015-05-22,HD2sz9RVzfM,2015-02-06T17:00:00Z,"Poltergeist Official Trailer #1 (2015) - Sam Rockwell, Rosemarie DeWitt Movie HD",5524553.0,2649.0,20696.0,1486.0,False
tt1029360,Poltergeist,2015-05-22,8u2KUpPNIf4,2015-02-06T17:12:59Z,Poltergeist | Trailer #1 | Official HD Trailer | 2015,3928617.0,999.0,12491.0,772.0,False
tt1964418,Tomorrowland,2015-05-22,1k59gXTWf-A,2014-10-09T17:56:55Z,Tomorrowland - US Teaser Trailer,12845860.0,3465.0,38022.0,2254.0,False
tt1964418,Tomorrowland,2015-05-22,lWZ7O-RrATY,2015-03-09T18:29:56Z,"Tomorrowland Official Trailer #1 (2015) - George Clooney, Britt Robertson Movie HD",9449742.0,2129.0,32215.0,1210.0,False
tt1964418,Tomorrowland,2015-05-22,lNzukD8pS_s,2015-04-21T13:00:01Z,Disney&#39;s Tomorrowland - Official Trailer 3,7392183.0,1314.0,16463.0,1117.0,False
tt1243974,Aloha,2015-05-29,O3mf_ewjc7s,2015-02-12T01:28:41Z,"Aloha Official Trailer #1 (2015) - Bradley Cooper, Emma Stone Movie HD",10662178.0,2318.0,24459.0,1721.0,False
tt2126355,San Andreas,2015-05-29,Bz9e0PGSDeU,2014-12-09T18:00:01Z,San Andreas - Official Teaser Trailer [HD],8951685.0,5557.0,21776.0,2624.0,False
tt2126355,San Andreas,2015-05-29,yftHosO0eUo,2014-12-09T18:08:26Z,San Andreas Official Trailer #1 (2015) - Dwayne Johnson Movie HD,16321096.0,6998.0,48625.0,2847.0,False
tt2126355,San Andreas,2015-05-29,23VflsU3kZE,2015-03-10T03:35:27Z,San Andreas - Official Trailer 2 [HD],25624431.0,7645.0,70431.0,4271.0,False
tt1674771,Entourage,2015-06-03,2zV4tgWYx50,2014-12-23T19:03:49Z,"Entourage Official Trailer #1 (2015) - Jeremy Piven, Mark Wahlberg Movie HD",2486584.0,533.0,6414.0,387.0,False
tt1674771,Entourage,2015-06-03,SGSE_XPF4_g,2015-03-25T00:00:08Z,Entourage - Official Main Trailer [HD],7868055.0,1343.0,18372.0,1744.0,False
tt0903657,Love & Mercy,2015-06-05,OpGVVvkxjhI,2015-02-25T17:06:43Z,Love &amp; Mercy (Official Teaser),574415.0,97.0,698.0,62.0,False
tt0903657,Love & Mercy,2015-06-05,VUhFpFQeilM,2015-02-25T18:47:20Z,Love &amp; Mercy Official Teaser Trailer (2015) - Brian Wilson Biopic HD,390386.0,190.0,1486.0,57.0,False
tt0903657,Love & Mercy,2015-06-05,lioWzrpCtGQ,2015-04-14T19:27:01Z,Love &amp; Mercy Official Trailer #1 (2015) - Brian Wilson Biopic HD,2574335.0,678.0,7282.0,271.0,False
tt3079380,Spy,2015-06-05,AcVPM3kscww,2015-01-14T14:00:12Z,Spy | Official Trailer [HD] | 20th Century FOX,3240454.0,204.0,4662.0,329.0,False
tt3079380,Spy,2015-06-05,YrY3v1eDmQY,2015-01-14T14:55:03Z,"Spy Official Trailer #1 (2015) - Melissa McCarthy, Rose Byrne Comedy HD",10408589.0,1423.0,28485.0,1190.0,False
tt3079380,Spy,2015-06-05,ltijEmlyqlg,2015-03-31T12:59:57Z,Spy | Official Trailer 2 [HD] | 20th Century FOX,8630135.0,1068.0,25199.0,1145.0,False
tt3195644,Insidious: Chapter 3,2015-06-05,7DNXUvHm-S8,2014-10-23T16:20:19Z,Insidious: Chapter 3 Official Teaser Trailer #1 (2015) - Lin Shaye Horror HD,8459406.0,2945.0,26996.0,1127.0,False
tt3195644,Insidious: Chapter 3,2015-06-05,3HxEXnVSr1w,2015-03-18T00:00:00Z,"Insidious: Chapter 3 Official Trailer #1 (2015) - Stefanie Scott, Lin Shaye Horror Sequel HD",13951701.0,3051.0,40670.0,2082.0,False
tt3195644,Insidious: Chapter 3,2015-06-05,xcsBztNjmn4,2015-03-18T00:00:02Z,INSIDIOUS: CHAPTER 3 - Official Trailer - In Theaters June 5,3046722.0,1067.0,,,False
tt0369610,Jurassic World,2015-06-12,RFinNxS5KN4,2014-11-25T17:00:01Z,Jurassic World - Official Trailer (HD),89550810.0,48741.0,340285.0,17529.0,False
tt0369610,Jurassic World,2015-06-12,ZXiahojLbOw,2014-11-25T17:12:22Z,"Jurassic World Official Trailer #1 (2015) - Chris Pratt, Jake Johnson Movie HD",10493453.0,4272.0,37935.0,1330.0,False
tt0369610,Jurassic World,2015-06-12,aJJrkyHas78,2015-04-20T14:59:01Z,Jurassic World - Official Global Trailer (HD),30126865.0,13467.0,120847.0,7256.0,False
tt2096673,Inside Out,2015-06-19,WIDYqBMFzfg,2014-12-10T17:19:05Z,Inside Out Official Trailer #1 (2015) - Disney Pixar Movie HD,12454198.0,2571.0,42842.0,1622.0,False
tt2096673,Inside Out,2015-06-19,seMwpP0yeu4,2015-03-10T13:33:05Z,Inside Out Official Trailer #2 (2015) - Disney Pixar Movie HD,18415977.0,4588.0,52023.0,2475.0,False
tt2096673,Inside Out,2015-06-19,qDB9qy5o59Y,2015-03-17T18:00:02Z,Inside Out - Official Spanish Trailer #2 (with english subtitles) (2015) Pixar Animated Movie HD,14335516.0,286.0,15683.0,3076.0,True
tt3850214,Dope,2015-06-19,sNlSBM8jVOY,2015-03-26T16:18:38Z,"Dope Official Teaser Trailer #1 (2015) - Zoë Kravitz, Forest Whitaker Movie HD",1140759.0,363.0,4185.0,857.0,False
tt3850214,Dope,2015-06-19,strEm9amZuo,2015-04-17T16:29:02Z,Dope | Official Trailer [HD]  | Open Road Films,3538789.0,466.0,7837.0,310.0,False
tt3850214,Dope,2015-06-19,3ViVPRWRRmk,2015-04-17T17:33:47Z,"Dope Official Trailer #1 (2015) - Forest Whitaker, Zoë Kravitz High School Comedy HD",3735237.0,1331.0,18575.0,600.0,False
tt2637276,Ted 2,2015-06-26,S3AVcCggRnU,2015-01-29T16:47:27Z,Ted 2 - Official Trailer (HD),31684360.0,6960.0,142657.0,7673.0,False
tt2637276,Ted 2,2015-06-26,dzoeZzTaNAY,2015-02-21T07:11:00Z,Ted 2 Extended Trailer,4970318.0,265.0,23207.0,1225.0,False
tt2637276,Ted 2,2015-06-26,YsEiwk7s3G0,2015-04-27T16:17:19Z,TED 2 Trailer # 2,3417713.0,251.0,7880.0,655.0,False
tt3369806,Max,2015-06-26,cdLl1GVjOrc,2014-07-27T21:15:39Z,Mad Max: Fury Road Official Comic-Con Trailer (2015) - Tom Hardy Post-Apocalypse Movie HD,10372883.0,3497.0,29829.0,1423.0,False
tt3369806,Max,2015-06-26,6EPPMCwD5bw,2015-03-19T17:01:04Z,Max - Official Trailer [HD],8996266.0,1.0,45328.0,1973.0,True
tt3369806,Max,2015-06-26,hEJnMQG9ev8,2015-03-31T17:00:04Z,Mad Max: Fury Road - Official Main Trailer [HD],32098400.0,13245.0,119229.0,5791.0,False
tt1340138,Terminator Genisys,2015-07-01,FqbOFjl7ZWE,2014-12-04T18:52:09Z,Terminator: Genisys Official Trailer #1 (2015) - Arnold Schwarzenegger Movie HD,10123868.0,4628.0,33110.0,2231.0,False
tt1340138,Terminator Genisys,2015-07-01,PJJBZHkcALE,2014-12-04T18:52:52Z,Terminator: Genisys TRAILER 1 (2015) - Arnold Schwarzenegger Action Movie HD,4800028.0,3321.0,12908.0,1313.0,False
tt1340138,Terminator Genisys,2015-07-01,jNU_jrPxs-0,2015-04-13T13:36:39Z,Terminator: Genisys Official Trailer #2 (2015) - Arnold Schwarzenegger Movie HD,21354441.0,6781.0,49011.0,4566.0,False
tt2268016,Magic Mike XXL,2015-07-01,lMulcnyxzxQ,2015-02-04T15:00:05Z,‘Magic Mike XXL’ Official Trailer,4011836.0,818.0,23941.0,641.0,False
tt2268016,Magic Mike XXL,2015-07-01,oLoyU3xYwbs,2015-05-06T16:00:23Z,Magic Mike XXL - Official Trailer [HD],11141417.0,2176.0,27124.0,3137.0,False
tt2268016,Magic Mike XXL,2015-07-01,wbJErcBKLCM,2015-05-06T16:06:57Z,"Magic Mike XXL Official Trailer #1 (2015) - Channing Tatum, Matt Bomer Movie HD",6706783.0,817.0,18962.0,1125.0,False
tt2140379,Self/less,2015-07-10,3agaVwt0tb8,2015-03-04T16:30:01Z,"Self/less Official Trailer #1 (2015) - Ryan Reynolds, Ben Kingsley Sci-Fi Thriller HD",8555216.0,1138.0,26614.0,745.0,False
tt2140379,Self/less,2015-07-10,71fWtJXEI0Q,2015-03-04T17:30:17Z,SELFLESS - Official Trailer - In Theaters Summer 2015,3362632.0,566.0,,,False
tt2140379,Self/less,2015-07-10,Mc4sz6neHDs,2015-03-04T17:44:03Z,SELFLESS - Trailer - Summer 2015,6970069.0,477.0,,,False
tt2293640,Minions,2015-07-10,P9-FCC6I7u0,2014-11-04T01:35:01Z,Minions - Official Trailer (HD) - Illumination,41262650.0,17.0,130465.0,12141.0,True
tt2293640,Minions,2015-07-10,dVDk7PXNXB8,2015-02-03T17:07:44Z,Minions Official Trailer #2 (2015) - Despicable Me Prequel HD,48315560.0,0.0,86326.0,21183.0,True
tt2293640,Minions,2015-07-10,SvKmSNxFHyQ,2015-05-14T16:19:51Z,Minions Official Trailer #3 (2015) - Despicable Me Prequel HD,34299577.0,2229.0,67889.0,10263.0,False
tt2309260,The Gallows,2015-07-10,_QM2f5VksNU,2015-04-16T14:00:48Z,The Gallows - Official Teaser Trailer [HD],1007260.0,416.0,3044.0,478.0,False
tt2309260,The Gallows,2015-07-10,F_8OKImO2pc,2015-05-21T17:23:20Z,The Gallows Official Trailer #1 (2015) - Horror Movie HD,4757006.0,2627.0,17533.0,1693.0,False
tt2309260,The Gallows,2015-07-10,RRoCXrPAe-Y,2015-05-22T17:01:49Z,The Gallows - Official Main Trailer [HD],1307878.0,367.0,2153.0,319.0,False
tt0478970,Ant-Man,2015-07-17,xInh3VhAWs8,2015-01-07T02:58:45Z,1st Full Look at Ant-Man - Marvel&#39;s Ant-Man Teaser,10790752.0,9246.0,51964.0,3962.0,False
tt0478970,Ant-Man,2015-07-17,IEVE3KSKQ0o,2015-01-07T03:01:41Z,Ant-Man Official Teaser Trailer #1 (2015) - Paul Rudd Marvel Movie HD,10594042.0,6438.0,33764.0,2808.0,False
tt0478970,Ant-Man,2015-07-17,pWdKf3MneyI,2015-04-13T12:56:49Z,Marvel&#39;s Ant-Man - Trailer 1,25423377.0,10571.0,117872.0,4545.0,False
tt3152624,Trainwreck,2015-07-17,y_KP9x80Z9Q,2015-02-11T19:07:54Z,Trainwreck - Official Trailer (HD),13149486.0,834.0,7049.0,1160.0,False
tt3168230,Mr. Holmes,2015-07-17,FJwgItmobFE,2015-03-04T16:15:49Z,Mr. Holmes Official Teaser Trailer #1 (2015) - Ian McKellen Mystery Drama HD,1626136.0,494.0,6360.0,206.0,False
